"","year","Country.Code","Country.Name","Region","IncomeGroup","NY.GNP.PCAP.CD","SH.STA.BRTC.ZS","SH.MED.BEDS.ZS","SH.STA.ACSN","SH.STA.ACSN.RU","SH.STA.ACSN.UR","SH.MED.NUMW.P3","SH.MED.PHYS.ZS","SH.HIV.TOTL","SH.HIV.INCD.TL","SH.DYN.AIDS","SH.HIV.INCD","SH.DYN.AIDS.DH","SH.HIV.0014","SH.HIV.INCD.14","SH.HIV.ORPH","SH.HIV.INCD.ZS","SH.HIV.1524.FE.ZS","SH.HIV.1524.MA.ZS","SH.DYN.AIDS.ZS","SH.DYN.AIDS.FE.ZS","SP.ADO.TFRT","SH.DTH.IMRT","SH.MMR.DTHS","SH.DTH.NMRT","SH.XPD.EXTR.ZS","SH.XPD.PCAP","SH.XPD.PCAP.PP.KD","SH.XPD.PRIV.ZS","SH.XPD.PRIV","SH.XPD.PUBL.ZS","SH.XPD.PUBL.GX.ZS","SH.XPD.PUBL","SH.XPD.TOTL.ZS","SH.XPD.TOTL.CD","SH.XPD.OOPC.ZS","SH.XPD.OOPC.TO.ZS","SH.HIV.ARTC.ZS","SH.HIV.PMTC.ZS","SE.XPD.TOTL.GD.ZS","SE.PRM.ENRR","SE.SEC.ENRR","SE.TER.ENRR"
"1768",2015,"SUR","Suriname","Latin America & Caribbean","Upper middle income",9300,NA,NA,79.2,61.4,88.4,NA,NA,3800,200,3700,200,200,100,100,1200,0.06,0.5,0.4,1.1,47.2951258703803,46.5188,186,15,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,95,6.02606010437012,105.986167907715,95.6218414306641,38.6741218566895
"1769",1990,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1230,NA,NA,48.5,44.3,62.6,NA,0.1077999994,8200,4500,8000,4300,100,500,500,200,1.24,2.6,1.5,2.2,52.591941759759,131.5846,2078,230,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48457002639771,94.039680480957,49.2928810119629,4.02516984939575
"1770",1991,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1290,NA,NA,48.5,44.3,62.6,NA,NA,15000,7500,15000,7100,500,1000,500,500,2.02,4.7,2.5,4,54.0567814854682,128.1888,2100,220,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06790506839752,94.0345993041992,46.885873494136,3.89612007141113
"1771",1992,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1500,NA,NA,48.5,44.3,62.6,NA,NA,26000,11000,25000,10000,500,1000,1000,1000,2.9,7.6,3.8,6.5,54.9627891926873,124.793,2133,210,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98497009277344,94.5360565185547,49.2928810119629,3.59329009056091
"1772",1993,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1520,NA,NA,48.5,44.3,62.6,NA,NA,39000,14000,37000,13000,1000,1400,1000,1100,3.7,10.9,5.1,9.4,55.5777107135158,121.711,2177,200,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63288497924805,94.3822937011719,46.6754493713379,4.89933013916016
"1773",1994,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1510,56,NA,49,44.9,62.7,NA,NA,53000,17000,51000,15000,1000,2000,1300,2100,4.31,14.3,6.4,12.6,56.0807243287639,118.629,2241,190,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14028978347778,94.515983581543,47.0993118286133,4.75901985168457
"1774",1995,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1750,NA,NA,49.5,45.5,62.7,NA,NA,69000,18000,66000,16000,1500,2800,1500,3600,4.66,17.4,7.5,15.7,56.4788753822514,115.547,2326,190,760,1.84445918,87.46728608,182.37682076,2.12814855937085,42.90431673,2.83207158062915,12.35922456,57.09568327,4.96022014,84268432.495531,31.36922958,13.45875361,NA,NA,5.6531400680542,95.9783935546875,47.1940994262695,10.1358003616333
"1775",1996,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1850,NA,NA,50,46.1,62.7,NA,0.151,83000,18000,80000,17000,2200,3600,1800,5700,4.72,19.7,8.2,18.5,56.7954112814347,112.465,2426,190,750,1.54108008,87.96815911,205.59223558,2.34544598438292,43.40713108,3.05791960561708,12.31567738,56.59286892,5.40336559,86605180.452295,33.79724053,14.6704125,NA,NA,4.93815994262695,93.8834533691406,47.3368682861328,6.21416997909546
"1776",1997,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1870,NA,NA,50.4,46.8,62.7,NA,NA,97000,18000,93000,16000,2900,4400,2000,8800,4.62,21.3,8.5,20.9,57.0978087735159,109.383,2533,190,743,1.41408282,87.27136285,199.69135879,2.30562572341486,45.05195346,2.81207849658514,11.92194693,54.94804654,5.11770422,87861317.2637841,31.46856589,14.17720366,NA,NA,3.52659499645234,93.2809066772461,45.8955775737129,11.3603096008301
"1777",1998,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1650,NA,NA,50.9,47.4,62.7,NA,NA,110000,17000,1e+05,15000,3800,5200,2200,13000,4.36,22.1,8.6,22.7,57.3351872273098,107.9878,2638,200,737,20.625,84.40432081,218.06997931,2.62674925633731,47.70833333,2.8791007136627,11.80620884,52.29166667,5.50584997,86826218.3929344,34.93449782,16.66666667,NA,NA,3.06234835834241,93.1176071166992,45.785041809082,11.3752551078796
"1778",1999,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1640,NA,NA,51.4,48,62.8,NA,NA,120000,16000,110000,14000,4700,6100,2300,17000,4.03,22.3,8.4,24,57.4956607547203,106.5926,2732,200,724,10.91269841,78.70496633,216.533987,2.32631912852913,43.65079365,3.00306651147087,10.63670412,56.34920635,5.32938564,82494689.1588655,40.90909091,17.85714286,NA,NA,5.09095001220703,94.3824462890625,44.4861183166504,4.79470014572144
"1779",2000,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1520,70,NA,51.8,48.6,62.8,3.204,0.002,130000,16000,120000,13000,5700,6900,2400,23000,3.7,21.9,8.1,24.8,57.5969943768972,105.1974,2803,200,706,5.75539568,75.31834634,218.97235234,2.2967863903494,43.70503597,2.9584120996506,10.54227012,56.29496403,5.25519849,80117254.7724667,42.38683128,18.52517986,0,NA,5.50848007202148,95.1776504516602,41.9203987121582,4.45920991897583
"1780",2001,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1480,NA,NA,52.3,49.2,62.8,NA,0.169,130000,15000,130000,12000,6600,7800,2500,29000,3.43,21.3,7.7,25.4,57.6740267378829,103.8022,2864,200,686,1.76366213,64.20722702,218.20544332,2.18039602683411,42.63537931,2.93365728316589,9.99422189,57.36462069,5.11405331,69007680.3454619,42.08021386,17.94105879,1,NA,5.51614999771118,94.9014587402344,42.0289916992188,6.42691993713379
"1781",2002,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1260,74,NA,52.7,49.8,62.8,NA,NA,140000,14000,130000,12000,7300,8500,2500,34000,3.2,20.4,7.3,25.6,57.7477936184657,102.407,2889,210,661,1.91094916,58.32180412,225.75478188,2.10519350859997,40.83274035,3.05045730140003,9.89022639,59.16725965,5.15565081,63115564.8063486,41.86407107,17.09424744,2,NA,5.07650995254517,94.4449996948242,42.112190246582,4.53607988357544
"1782",2003,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1340,NA,NA,53.2,50.4,62.9,NA,0.149,140000,14000,130000,11000,7800,9300,2500,40000,3.08,19.5,7,25.7,57.8352948272352,99.5224,2899,210,636,2.21815501,97.24077523,259.17655237,1.986996478763,34.82158063,3.719224901237,12.25901979,65.17841937,5.70622138,105793004.167049,41.49129053,14.44792319,2,NA,6.80506992340088,95.1859893798828,41.4144287109375,8.5793399810791
"1783",2004,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",1710,NA,NA,53.7,51,62.9,6.305,0.158,150000,14000,140000,12000,8200,9900,2400,45000,3.09,18.7,6.8,25.7,57.9460496697295,96.6378,2881,210,616,7.03547512,130.09009998,280.80534974,2.16128819222717,36.73308299,3.72247656777283,10.47977018,63.26691701,5.88376476,142419389.207518,42.02672058,15.43771015,4,NA,6.40260982513428,100.733993530273,44.7565002441406,5.46114015579224
"1784",2005,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",2390,NA,NA,54.1,51.7,62.9,NA,NA,150000,14000,140000,12000,8300,11000,2500,50000,3.08,18.1,6.7,25.7,58.0642834473008,93.7532,2854,210,607,3.01516746,159.02471477,340.06932157,2.20600178296191,32.45079147,4.59198890703809,12.95230926,67.54920853,6.79799069,175665378.975632,42.1504454,13.67815314,7,NA,7.42072010040283,103.144668579102,46.620288848877,4.75177001953125
"1785",2006,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",2560,NA,2.1,54.6,52.3,62.9,NA,NA,150000,14000,140000,12000,7400,11000,2000,53000,3.09,17.7,6.7,25.8,58.1706566730059,90.8686,2658,200,598,10.89405316,179.61710931,358.50320987,2.25400297769303,33.08276141,4.55922204230698,14.87597097,66.91723859,6.81322502,200848570.098705,42.27780376,13.98666495,11,NA,8.06157970428467,108.172027587891,50.3387298583984,4.44381999969482
"1786",2007,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",2720,74.3,NA,55.1,52.9,62.9,NA,NA,160000,14000,150000,12000,6400,11000,2100,55000,3.07,17.5,6.7,26.1,58.2826987505287,87.984,2623,190,596,6.39497344,189.69488358,388.36102997,2.23216934312233,31.66429136,4.81731525687767,12.48127862,68.33570864,7.0494846,215275807.711682,42.22055314,13.36883896,15,NA,3.52542996406555,110.462951660156,53.9873809814453,9.93446493148804
"1787",2008,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",2770,NA,NA,55.6,53.5,63,NA,NA,170000,15000,160000,12000,5900,12000,2200,55000,3.01,17.3,6.8,26.4,58.53666371147,87.6624,2616,170,600,7.36384236,214.4853543,463.52372943,2.49444940009749,30.43962391,5.70029507990252,14.528531,69.56037609,8.19474448,247462477.524774,42.84199316,13.04094159,20,NA,7.51870012283325,110.002438004214,54.1543255714545,10.6147804260254
"1788",2009,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",2670,NA,NA,56,54.1,63,1.602,0.17,170000,14000,160000,13000,5600,12000,1900,54000,2.99,17.3,7,26.7,58.7574505699571,87.3408,2381,160,605,8.44968193,226.79875003,480.16953537,2.69505919113881,31.84273808,5.76859485886119,14.3164522,68.15726192,8.46365405,266154910.327903,43.23567456,13.76742261,24,NA,7.05919981002808,110.811538696289,53.9937210083008,10.520580291748
"1789",2010,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",2600,82,NA,56.5,54.7,63,NA,NA,180000,15000,170000,13000,5400,12000,1600,53000,3.09,17.4,7.2,27.2,58.9154282499648,87.0192,2158,160,604,14.25856637,250.43437663,486.44730861,2.50468756633571,29.57144255,5.96526638366429,15.42251253,70.42855745,8.46995395,298805275.612035,42.86361186,12.67538836,33,75,6.96616983413696,115.772827148438,57.9735794067383,14.9846496582031
"1790",2011,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",3010,NA,2.1,57,55.3,63,NA,NA,190000,14000,180000,13000,5100,12000,1300,53000,2.95,17.5,7.3,27.6,59.0630381976584,86.6976,1965,160,596,20.27894623,270.43795114,503.44638719,2.64216713465836,30.67545846,5.97112592534164,18.0742294,69.32454154,8.61329306,327894657.366824,43.13768098,13.23268141,38,92,8.63694953918457,114.994506835938,59.9112586975098,5.96363019943237
"1791",2012,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",3460,NA,NA,57.5,56,63.1,NA,NA,2e+05,14000,190000,13000,4600,12000,1300,51000,2.85,17.5,7.4,28,59.1920852948131,86.376,1895,150,576,21.58522028,267.41284345,526.63622554,2.46290281568957,28.12079918,6.29539313431043,18.0742294,71.87920082,8.75829595,329370794.797086,42.77424988,12.02846091,44,90,2.96538996696472,114.339881896973,60.6712913513184,17.1624393463135
"1792",2013,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",3680,NA,NA,57.5,56,63.1,NA,NA,210000,13000,190000,12000,4200,11000,1100,50000,2.73,17.4,7.4,28.4,59.2814340377693,79.9952,1781,160,554,15.60712584,272.6272312,597.94507697,2.28393364186337,23.64776428,7.37420407813663,19.69825595,76.35223572,9.65813772,340958793.053091,42.35450708,10.015894,49,95,3.15189504623413,113.266799926758,62.9931182861328,5.32887983322144
"1793",2014,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",3550,88.3,NA,57.5,56,63.1,NA,NA,210000,13000,2e+05,12000,4000,11000,1000,48000,2.61,17.2,7.4,28.7,59.340261235509,73.6144,1682,150,535,21.65834848,247.89642482,586.82287032,2.24703004513832,24.28712418,7.00490949486168,16.57852892,75.71287582,9.25193954,314608327.492267,42.35450708,10.28669173,59,94,4.71947002410889,114.288979310359,60.9324705215614,20.7060108184814
"1794",2015,"SWZ","Swaziland","Sub-Saharan Africa","Lower middle income",3230,NA,NA,57.5,56,63.1,NA,NA,220000,11000,210000,11000,3800,10000,500,47000,2.36,16.7,7.3,28.8,59.3818878543268,73.6144,1631,150,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,95,2.4666600227356,113.266799926758,62.9931182861328,26.7124500274658
"1795",1990,"TCD","Chad","Sub-Saharan Africa","Low income",270,NA,NA,7.8,4.4,20.9,NA,NA,34000,7700,32000,6600,1200,2200,1000,4000,0.25,0.8,0.4,1.2,54.141451758061,218.0928,33247,4400,15527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9370698928833,49.6322708129883,6.63768005371094,1.29720503091812
"1796",1991,"TCD","Chad","Sub-Saharan Africa","Low income",290,NA,0.7200999856,8,4.5,21.4,NA,NA,41000,8800,38000,7600,1600,2700,1300,5400,0.28,0.9,0.5,1.3,54.9005774607405,218.0934,34083,4500,15768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76718497276307,51.2836418151855,6.46721976246388,1.38329499959946
"1797",1992,"TCD","Chad","Sub-Saharan Africa","Low income",330,NA,NA,8.2,4.6,21.9,NA,NA,48000,10000,45000,8600,1900,3300,1500,7200,0.31,1,0.5,1.5,55.5577777777778,218.094,34995,4700,16050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52239000797272,53.518871307373,6.38811671811824,1.14053499698639
"1798",1993,"TCD","Chad","Sub-Saharan Africa","Low income",240,NA,NA,8.4,4.6,22.3,NA,NA,56000,11000,52000,9700,2400,4000,1700,9400,0.34,1.1,0.6,1.7,56.1355014583373,217.7618,35912,4900,16405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11431002616883,50.1767311096191,6.49172816757543,1.18912500143051
"1799",1994,"TCD","Chad","Sub-Saharan Africa","Low income",220,NA,NA,8.6,4.7,22.8,NA,0.0329999998,65000,13000,61000,11000,2900,4800,2000,12000,0.37,1.2,0.6,1.9,56.6171617161716,217.4296,36934,5000,16841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45110011100769,47.4526786804199,7.22360992431641,1.37637996673584
"1800",1995,"TCD","Chad","Sub-Saharan Africa","Low income",210,NA,NA,8.8,4.8,23.3,NA,NA,76000,15000,70000,13000,3400,5800,2400,15000,0.42,1.4,0.7,2.1,57.0294994933566,217.0974,38024,5200,17325,22.69540098,11.94746997,43.90132317,3.77399461890811,65.23341988,2.01137525109189,11.14113127,34.76658012,5.78536987,83651811.9445982,96.48285484,62.93906581,NA,NA,3.43050003051758,46.2958793640137,8.11118984222412,1.26294004917145
"1801",1996,"TCD","Chad","Sub-Saharan Africa","Low income",200,NA,NA,9,4.9,23.8,NA,NA,87000,16000,80000,14000,4000,6800,2700,19000,0.43,1.5,0.8,2.4,57.3736060409061,216.7652,38914,5300,17661,19.58132991,12.00808395,41.31232081,3.44942072148237,63.75614547,1.96091375851763,11.14113127,36.24385453,5.41033448,86962760.098628,96.18311686,61.3226479,NA,NA,2.58062994480134,48.4156494140625,8.46430015563965,0.564800024032593
"1802",1997,"TCD","Chad","Sub-Saharan Africa","Low income",210,12.2,NA,9.2,5,24.3,0.05,0.027,98000,18000,90000,15000,4700,7900,3000,23000,0.46,1.6,0.8,2.6,57.6372763661293,216.433,39843,5400,18010,11.49219199,11.45402913,44.06419876,3.59339394184047,64.66447967,1.96358874815953,11.14113127,35.33552033,5.55698269,85838132.2530158,96.17993907,62.19425715,NA,NA,2.27335000038147,53.6596298217773,8.76850032806396,0.600430011749268
"1803",1998,"TCD","Chad","Sub-Saharan Africa","Low income",220,NA,NA,9.4,5.1,24.7,0.059,0.021,110000,19000,1e+05,16000,5400,9200,3400,28000,0.47,1.8,0.9,2.8,57.8390709249274,215.092,40744,5600,18260,20.02470923,12.1672234,44.80134234,3.75210350323868,69.33573223,1.65939700676132,11.14113127,30.66426777,5.41150051,94419563.854955,96.21440346,66.71096115,NA,NA,1.64903998374939,59.5768814086914,9.57396984100342,0.730960011482239
"1804",1999,"TCD","Chad","Sub-Saharan Africa","Low income",200,NA,NA,9.5,5.2,25.2,0.063,0.03,120000,20000,110000,16000,6200,10000,3700,33000,0.48,1.8,0.9,3,57.9902974958978,213.751,41717,5700,18532,21.55716471,11.19411498,47.25389665,3.87662174736969,66.08107047,1.98984155263031,10.5167529,33.91892953,5.8664633,90031054.0875371,96.22173027,63.58434939,NA,NA,3.22786998748779,61.1239700317383,10.0723495483398,1.20928461986351
"1805",2000,"TCD","Chad","Sub-Saharan Africa","Low income",180,16.3,NA,9.7,5.3,25.7,0.132,0.03,130000,21000,120000,17000,7100,12000,4000,39000,0.48,1.9,0.9,3.2,58.1032393438357,212.41,42726,5900,18910,24.88036247,10.41974525,49.40686427,3.60916734018559,57.50147716,2.66748417981441,12.9452874,42.49852284,6.27665152,86935279.3623857,96.19815933,55.31536262,0,NA,2.64670991897583,63.9182014465332,10.772629737854,0.831040024757385
"1806",2001,"TCD","Chad","Sub-Saharan Africa","Low income",190,NA,NA,9.9,5.4,26.2,NA,0.025,150000,21000,130000,17000,8000,13000,4300,45000,0.46,1.9,1,3.3,58.1871652927372,211.069,43680,6000,19326,24.9145954,12.00810915,52.68886536,3.68966602467008,60.62398995,2.39648242532992,13.61829932,39.37601005,6.08614845,104033442.426952,94.58851352,57.34333093,0,NA,2.42614006996155,66.3296585083008,12.5079202651978,0.825290024280548
"1807",2002,"TCD","Chad","Sub-Saharan Africa","Low income",190,NA,NA,10.1,5.5,26.6,NA,NA,160000,21000,140000,16000,8900,15000,4500,53000,0.43,1.9,0.9,3.4,58.250310453827,209.728,44673,6000,19822,13.75079358,18.39776953,76.47453369,5.64063481779568,67.69439692,2.69186399220432,13.3042163,32.30560308,8.33249881,165618597.925787,94.39319504,63.89890412,0,NA,3.06365990638733,70.0587768554688,13.4091501235962,1.91763997077942
"1808",2003,"TCD","Chad","Sub-Saharan Africa","Low income",210,NA,NA,10.3,5.6,27.1,NA,NA,160000,20000,150000,15000,9800,16000,4600,60000,0.39,1.8,0.9,3.4,58.2995597674497,204.1582,45727,5900,20376,23.090919,16.06431228,56.74741646,3.22222105554892,58.68676431,2.26832028445108,10.36449298,41.31323569,5.49054134,150257801.967531,91.72587985,53.83095092,1,NA,3.11731004714966,71.9430770874023,14.7922296524048,0.922919988632202
"1809",2004,"TCD","Chad","Sub-Saharan Africa","Low income",340,14.5,NA,10.5,5.7,27.6,0.282,0.039,170000,19000,150000,14000,11000,17000,4700,67000,0.35,1.8,0.9,3.4,58.3388056305062,198.5884,46769,5900,20908,13.11304081,26.00525913,78.18543025,3.42041971540265,59.7999011,2.29935515459735,15.92407461,40.2000989,5.71977487,252524016.730898,92.82862517,55.51142604,0,NA,1.59294998645782,75.3538513183594,15.1948900222778,1.20652997493744
"1810",2005,"TCD","Chad","Sub-Saharan Africa","Low income",470,NA,0.4,10.7,5.8,28.1,NA,NA,170000,18000,160000,13000,11000,18000,4700,76000,0.3,1.6,0.8,3.3,58.3722029826333,193.0186,47752,5800,21348,12.68568868,25.81473846,62.43452782,2.35227696048443,60.15671543,1.55797136951557,13.48845649,39.84328457,3.91024833,259901031.418116,90.98487934,54.73351494,1,NA,1.69476997852325,71.9029083251953,15.672739982605,1.42056000232697
"1811",2006,"TCD","Chad","Sub-Saharan Africa","Low income",530,NA,NA,10.8,5.9,28.5,0.188,0.037,180000,16000,160000,11000,11000,19000,4500,83000,0.25,1.5,0.7,3.2,58.3986772234411,187.4488,48601,5800,21800,16.671639,23.65236357,53.14427558,2.19276416105794,66.01245754,1.12897879894206,8.07978074,33.98754246,3.32174296,246543155.353018,89.32205621,58.96368443,3,NA,3.41866993904114,71.2817077636719,16.0908203125,3.49908995628357
"1812",2007,"TCD","Chad","Sub-Saharan Africa","Low income",630,NA,NA,11,6,29,NA,NA,180000,14000,160000,9700,11000,19000,4400,89000,0.21,1.3,0.7,3.1,58.4113249562589,181.879,49198,5800,22161,10.32085854,26.8162198,54.88388467,2.09591378885808,62.63629506,1.25025122114192,7.29787973,37.36370494,3.34616501,289065548.590294,88.72513343,55.57413637,4,NA,3.51721000671387,70.1606674194336,18.541820526123,3.70424008369446
"1813",2008,"TCD","Chad","Sub-Saharan Africa","Low income",700,NA,NA,11.2,6.1,29.5,NA,NA,180000,13000,160000,8700,11000,20000,4100,95000,0.18,1.2,0.6,3,58.4158289207787,175.9062,49682,5800,22499,8.45242703,27.10215388,48.63788051,1.91986500851963,65.82839992,0.996604191480375,5.28346403,34.17160008,2.9164692,301910947.715113,87.60989596,57.67219268,10,NA,3.66291999816895,78.1819763183594,20.9977893829346,1.94586002826691
"1814",2009,"TCD","Chad","Sub-Saharan Africa","Low income",830,NA,NA,11.4,6.2,30,NA,NA,180000,12000,160000,7800,8500,20000,3900,97000,0.16,1.1,0.5,2.8,58.4242060732129,169.9334,50040,5900,22727,10.46813546,26.5836599,56.04397874,2.07525474854338,62.75761594,1.23152279145662,5.08706645,37.24238406,3.30677754,305992147.685898,87.06910616,54.64249524,14,NA,2.31173992156982,82.5393218994141,23.0561408996582,2.01314997673035
"1815",2010,"TCD","Chad","Sub-Saharan Africa","Low income",910,22.7,NA,11.6,6.3,30.5,NA,NA,180000,11000,160000,7100,8400,20000,3800,96000,0.14,0.9,0.5,2.7,58.5356823694625,163.9606,50467,5800,22964,8.80116411,26.41741253,55.57835729,1.76363620516282,59.80914719,1.18513716483718,4.85507268,40.19085281,2.94877337,314271578.055393,85.85906015,51.35157166,18,13,1.98194003105164,82.6077194213867,22.6520805358887,2.1014199256897
"1816",2011,"TCD","Chad","Sub-Saharan Africa","Low income",890,NA,NA,11.8,6.4,30.9,NA,NA,180000,10000,160000,6600,8900,20000,3600,97000,0.12,0.8,0.5,2.6,58.7184381165372,157.9878,50650,5700,23086,19.28614136,31.32111874,59.01292561,1.63385787532404,51.56187549,1.53487456467596,6.85440807,48.43812451,3.16873244,385203154.676216,86.32912706,44.51291701,19,16,2.25789999961853,89.5761032104492,23.1282806396484,2.22098994255066
"1817",2012,"TCD","Chad","Sub-Saharan Africa","Low income",960,NA,NA,12,6.5,31.4,NA,NA,170000,9700,150000,6400,9700,20000,3200,99000,0.12,0.8,0.4,2.4,58.8806660499537,152.015,50852,5500,23220,12.8334264,29.18358859,59.90136056,1.57839039294391,52.60722981,1.42193940705609,5.93769915,47.39277019,3.0003298,371082899.246881,86.32912706,45.41536226,21,23,4.08974981307983,93.9981307983398,22.4027900695801,5.46089005470276
"1818",2013,"TCD","Chad","Sub-Saharan Africa","Low income",980,NA,NA,12,6.5,31.4,NA,NA,170000,9100,150000,6400,9700,19000,2700,1e+05,0.11,0.7,0.4,2.3,59.0467061117906,144.594,50995,5400,23414,9.3989386,33.66517607,70.79693522,1.64276160526228,48.06975145,1.77469231473772,7.75779581,51.93024855,3.41745392,442555267.597242,86.32912706,41.4981968,23,39,2.85070991516113,101.404067993164,22.6958848450114,5.87174987792969
"1819",2014,"TCD","Chad","Sub-Saharan Africa","Low income",980,NA,NA,12,6.5,31.4,NA,NA,170000,9300,150000,6500,9700,19000,2800,1e+05,0.11,0.7,0.4,2.2,59.237654631399,137.173,51181,5400,23606,19.43412386,37.10492956,79.01538673,1.64221423802159,45.35044689,1.97895016197841,8.96652448,54.64955311,3.6211644,504146644.498827,86.32912706,39.15064491,29,29,4.50015020370483,94.4311233018029,23.1268420873173,3.44538998603821
"1820",2015,"TCD","Chad","Sub-Saharan Africa","Low income",880,24.3,NA,12.1,6.5,31.4,NA,NA,170000,8300,150000,6300,8500,18000,2000,1e+05,0.1,0.7,0.4,2,59.4180352263196,137.173,51335,5400,23789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,46,4.77283990383148,101.404067993164,22.4027900695801,10.8493299484253
"1821",1990,"TGO","Togo","Sub-Saharan Africa","Low income",400,NA,1.5111000538,11.6,6.9,23.3,NA,NA,23000,6900,22000,6300,1000,1200,1000,1700,0.36,0.9,0.5,1.2,54.7709486980001,116.6034,14145,910,6828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9370698928833,92.8152770996094,21.5273704528809,2.37322998046875
"1822",1991,"TGO","Togo","Sub-Saharan Africa","Low income",400,NA,NA,11.6,6.8,23.4,NA,0.0878000036,30000,8600,29000,7700,1000,1600,1000,2300,0.44,1.2,0.7,1.5,55.7357567284166,113.1332,14127,930,6783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76718497276307,98.0379104614258,20.4284706115723,2.6227400302887
"1823",1992,"TGO","Togo","Sub-Saharan Africa","Low income",410,NA,NA,11.5,6.6,23.4,NA,NA,39000,10000,37000,9200,1100,2100,1100,3300,0.51,1.4,0.8,1.9,56.5824031516743,109.663,14085,940,6751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67513990402222,96.0707397460938,20.1700000762939,2.90408992767334
"1824",1993,"TGO","Togo","Sub-Saharan Africa","Low income",330,NA,NA,11.5,6.4,23.5,NA,NA,48000,12000,46000,11000,1500,2700,1300,4600,0.59,1.7,0.9,2.3,57.3143220097685,107.1262,14032,950,6696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11431002616883,91.5751272514604,10.046480178833,2.45942997932434
"1825",1994,"TGO","Togo","Sub-Saharan Africa","Low income",300,NA,NA,11.5,6.3,23.5,NA,0.056400001,59000,14000,56000,12000,1900,3400,1600,6200,0.65,2,1.1,2.8,57.8960582475521,104.5894,13971,970,6636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45110011100769,92.4489288330078,19.9312705993652,2.48791003227234
"1826",1995,"TGO","Togo","Sub-Saharan Africa","Low income",300,NA,NA,11.5,6.1,23.6,NA,0.076,71000,15000,67000,14000,2500,4200,1900,8300,0.71,2.3,1.2,3.2,58.3152507370217,102.0526,13961,980,6617,0.64289476,13.4497743,38.43904212,2.47504304364807,62.04226234,1.51424256635193,7.68778982,37.95773766,3.98928561,57622679.7513115,83.46087474,51.78101485,NA,NA,3.43050003051758,103.70890045166,21.9885597229004,2.88370990753174
