"","year","Country.Code","Country.Name","SH.XPD.EXTR.ZS","NY.GNP.PCAP.CD","SH.XPD.PCAP","SH.XPD.PCAP.PP.KD","SH.XPD.PRIV.ZS","SH.XPD.PRIV","SH.XPD.PUBL.ZS","SH.XPD.PUBL.GX.ZS","SH.XPD.PUBL","SH.XPD.TOTL.ZS","SH.XPD.TOTL.CD","SH.XPD.OOPC.ZS","SH.XPD.OOPC.TO.ZS","SE.XPD.TOTL.GD.ZS","SH.STA.BRTC.ZS","SH.MED.BEDS.ZS","SH.STA.ACSN","SH.STA.ACSN.RU","SH.STA.ACSN.UR","SH.MED.NUMW.P3","SH.MED.PHYS.ZS","SH.HIV.TOTL","SH.HIV.INCD.TL","SH.DYN.AIDS","SH.HIV.INCD","SH.DYN.AIDS.DH","SH.HIV.ARTC.ZS","SH.HIV.PMTC.ZS","SH.HIV.0014","SH.HIV.INCD.14","SH.HIV.ORPH","SH.HIV.INCD.ZS","SH.HIV.1524.FE.ZS","SH.HIV.1524.MA.ZS","SH.DYN.AIDS.ZS","SH.DYN.AIDS.FE.ZS","SE.PRM.ENRR","SE.SEC.ENRR","SE.TER.ENRR","SP.ADO.TFRT","SH.DTH.IMRT","SH.MMR.DTHS","SH.DTH.NMRT","Region","IncomeGroup"
"1613",1990,"SEN","Senegal",NA,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7296000123,35.5,21.1,58.2,NA,0.0549000017,6200,1300,5800,1200,500,NA,NA,500,200,1000,0.04,0.2,0.1,0.2,53.0619285837502,54.3895492553711,15.1707696914673,NA,134.1458,22313,1800,12834,"Sub-Saharan Africa","Low income"
"1614",1991,"SEN","Senegal",NA,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,21.7,58.5,NA,NA,7500,1600,7000,1400,500,NA,NA,500,500,1300,0.04,0.2,0.1,0.2,53.5878300803674,54.9268417358398,NA,NA,129.8954,22556,1800,13021,"Sub-Saharan Africa","Low income"
"1615",1992,"SEN","Senegal",NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,22.2,58.7,NA,0.0675999969,9000,2000,8400,1700,500,NA,NA,1000,500,1600,0.05,0.2,0.1,0.2,54.039262343843,54.7271499633789,15.4874897003174,3.2486400604248,125.645,22939,1800,13227,"Sub-Saharan Africa","Low income"
"1616",1993,"SEN","Senegal",NA,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,NA,37,22.7,59,NA,NA,11000,2400,10000,2100,500,NA,NA,1000,500,1900,0.06,0.3,0.2,0.3,54.4602328794158,54.1506996154785,NA,NA,122.9,23436,1800,13489,"Sub-Saharan Africa","Low income"
"1617",1994,"SEN","Senegal",NA,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2475000024,37.4,23.2,59.3,NA,0.0956000015,13000,2900,12000,2600,500,NA,NA,1000,500,2400,0.07,0.3,0.2,0.3,54.8484600931296,55.1096305847168,NA,NA,120.155,23952,1800,13742,"Sub-Saharan Africa","Low income"
"1618",1995,"SEN","Senegal",9.35225074,560,22.03558854,50.90094584,2.65450729870958,67.46984354,1.27985383129042,7.10441362,32.53015646,3.93436113,191946414.733012,95.13836689,64.18970729,NA,NA,NA,37.9,23.7,59.6,NA,0.075,16000,3600,15000,3100,1000,NA,NA,1000,500,2900,0.08,0.4,0.2,0.4,55.2439518853899,55.8685989379883,NA,NA,117.41,24501,1800,14027,"Sub-Saharan Africa","Low income"
"1619",1996,"SEN","Senegal",12.70358137,540,23.14480483,53.48333446,2.60024318725217,63.6650156,1.48401433274783,7.72390178,36.3349844,4.08425752,206901547.796697,93.68532818,59.6447788,NA,NA,0.4499999881,38.4,24.2,59.9,NA,0.093,19000,4300,18000,3800,1000,NA,NA,1200,1000,3400,0.1,0.5,0.3,0.4,55.6327376617556,59.2960510253906,14.7237997055054,NA,114.665,25055,1900,14298,"Sub-Saharan Africa","Low income"
"1620",1997,"SEN","Senegal",10.59664561,540,20.08857657,52.78921713,2.6552833006399,67.40079002,1.2842599893601,7.23194448,32.59920998,3.93954329,184075323.43888,93.21296204,62.82627281,NA,46.5,NA,38.9,24.7,60.2,NA,0.093,23000,5000,21000,4400,1000,NA,NA,1400,1000,4100,0.11,0.5,0.3,0.5,55.9812865497076,62.9650497436523,14.5393104553223,3.25374007225037,111.92,25463,1900,14495,"Sub-Saharan Africa","Low income"
"1621",1998,"SEN","Senegal",11.95570098,530,21.2540616,55.53519661,2.65496634874224,66.94089827,1.31116858125776,7.06702373,33.05910173,3.96613493,199510239.650471,92.6508945,62.02134103,3.20029997825623,NA,0.400000006,39.3,25.2,60.5,NA,0.095,27000,5700,25000,5000,1000,NA,NA,1700,1000,4900,0.12,0.6,0.4,0.6,56.2724722430756,65.9996566772461,14.4763202667236,NA,110.4444,25792,1900,14670,"Sub-Saharan Africa","Low income"
"1622",1999,"SEN","Senegal",16.67816237,530,24.01328329,66.25891642,2.74867847339155,61.22215087,1.74100121660845,9.04094337,38.77784913,4.48967969,230951137.92,92.46952596,56.61183269,3.15144991874695,48.3,NA,39.8,25.7,60.8,NA,NA,32000,6200,30000,5400,1200,NA,NA,2000,1000,5800,0.13,0.7,0.4,0.7,56.5186488864821,64.9238204956055,15.2873201370239,3.35330009460449,108.9688,25960,1900,14768,"Sub-Saharan Africa","Low income"
"1623",2000,"SEN","Senegal",16.24009296,510,21.98009293,70.35792475,2.73596934799822,59.07293235,1.89554163200178,10.13561922,40.92706765,4.63151098,216736420.775664,91.60106809,54.11143698,3.15748000144959,57.8,NA,40.3,26.2,61.1,NA,NA,36000,6600,34000,5700,1400,0,NA,2300,1000,6900,0.13,0.8,0.5,0.7,56.6986281162413,68.0702133178711,15.8472995758057,NA,107.4932,25975,1900,14833,"Sub-Saharan Africa","Low income"
"1624",2001,"SEN","Senegal",14.52508938,490,24.00055238,78.83990118,2.84342470068608,57.11219208,2.13524026931393,10.25727226,42.88780792,4.97866497,242839460.97525,91.06818616,52.0110374,3.29467010498047,NA,NA,40.7,26.7,61.3,NA,NA,41000,6700,38000,5700,1700,1,NA,2700,1000,8100,0.13,0.8,0.5,0.8,56.8518031060805,69.9647064208984,16.0786800384521,NA,106.0176,25767,1900,14788,"Sub-Saharan Africa","Low income"
"1625",2002,"SEN","Senegal",15.39972555,470,25.99912552,79.81765292,3.11370679996017,61.48482165,1.95048094003983,9.68762094,38.51517835,5.06418774,270116796.658049,90.41517697,55.59161031,3.39194011688232,58,NA,41.2,27.2,61.6,NA,NA,45000,6600,42000,5600,1900,1,NA,3000,1100,9500,0.12,0.8,0.5,0.9,56.9889641634549,70.8988494873047,17.3968105316162,NA,104.542,25459,2000,14700,"Sub-Saharan Africa","Low income"
"1626",2003,"SEN","Senegal",12.97888196,550,34.69528609,90.12923524,3.30765763007106,61.26442374,2.09132831992894,9.68059043,38.73557626,5.39898595,370313890.910061,89.72775433,54.97119162,3.50940990447998,NA,NA,41.7,27.7,61.9,NA,NA,48000,6200,45000,5100,2200,1,NA,3400,1100,11000,0.11,0.8,0.5,0.9,57.123403875346,74.7586212158203,NA,NA,102.7754,25117,2000,14580,"Sub-Saharan Africa","Low income"
"1627",2004,"SEN","Senegal",17.23774427,670,41.60289552,100.40262128,3.56172968670879,62.69561653,2.11925709329121,9.0006634,37.30438347,5.68098678,456259620.841762,88.50308141,55.48755254,3.85472989082336,NA,NA,42.1,28.2,62.2,0.318,0.057,51000,5500,47000,4400,2500,1,NA,3700,1100,13000,0.09,0.8,0.5,0.9,57.263971640293,76.9031677246094,20.0019397735596,4.9520001411438,101.0088,24764,1900,14391,"Sub-Saharan Africa","Low income"
"1628",2005,"SEN","Senegal",21.72369454,770,41.37262946,100.40708888,2.37218649068627,44.30164528,2.98243741931373,12.41152592,55.69835472,5.35462391,466227913.145958,77.3658549,34.27434661,5.13697004318237,51.9,NA,42.6,28.7,62.5,NA,NA,52000,4700,48000,3600,2800,1,NA,4000,1100,15000,0.07,0.8,0.4,0.9,57.4316962789138,78.7356109619141,22.0166893005371,5.43859004974365,99.2422,24325,1900,14109,"Sub-Saharan Africa","Low income"
"1629",2006,"SEN","Senegal",21.31304863,800,43.99963477,104.919558,2.29365499234003,42.13522814,3.14990160765997,11.60626986,57.86477186,5.4435566,509446691.174909,76.71604994,32.32448266,4.77229022979736,NA,NA,43.1,29.2,62.8,NA,NA,52000,3800,48000,2700,3000,1,NA,4300,1100,17000,0.05,0.7,0.4,0.8,57.6096103677523,78.8282928466797,23.7105598449707,5.5806999206543,97.4756,23814,1900,13733,"Sub-Saharan Africa","Low income"
"1630",2007,"SEN","Senegal",11.12354184,870,44.78656719,95.41717651,2.38928479227806,50.60117326,2.33251242772194,8.70721287,49.39882674,4.72179722,532836090.812836,78.36861694,39.65543964,NA,NA,0.1,43.6,29.7,63.1,NA,NA,51000,3100,47000,2100,3000,15,NA,4500,1000,20000,0.04,0.6,0.3,0.8,57.8910271470984,82.3258666992188,NA,6.18517017364502,95.709,23326,1900,13360,"Sub-Saharan Africa","Low income"
"1631",2008,"SEN","Senegal",17.22302794,980,54.01896773,102.5632025,2.40762115017946,48.78519113,2.52752636982054,9.59847767,51.21480887,4.93514752,660635931.693921,76.03301399,37.0928512,5.04806995391846,NA,0.3,44.1,30.2,63.4,0.42,0.059,51000,2700,47000,1700,1900,18,NA,4600,1000,21000,0.03,0.5,0.3,0.8,58.2724593105216,82.6966018676758,29.7436790466309,7.72068023681641,93.9708,22929,1900,12935,"Sub-Saharan Africa","Low income"
"1632",2009,"SEN","Senegal",16.23615804,1030,48.95968683,100.22574195,2.32129595188101,48.2842886,2.48626364811899,9.36508187,51.7157114,4.8075596,615992370.8197,77.4052102,37.37455509,5.53451013565063,NA,NA,44.6,30.7,63.7,NA,NA,51000,1800,46000,1000,1800,22,NA,4700,1000,21000,0.02,0.4,0.2,0.7,58.6781335297431,82.2021331787109,NA,7.76547002792358,92.2326,22703,1900,12642,"Sub-Saharan Africa","Low income"
"1633",2010,"SEN","Senegal",22.25444777,1040,46.12801624,98.73971716,2.25294369727923,48.74927699,2.36854781272077,8.77232959,51.25072301,4.62149151,597671065.632204,77.4052102,37.73448033,5.59998989105225,NA,NA,45.1,31.2,63.9,0.42,0.059,50000,1600,45000,1000,1800,25,19,4800,1000,21000,0.01,0.3,0.2,0.7,59.3391818021513,81.9166107177734,35.5976982116699,7.38946008682251,90.4944,22643,1900,12403,"Sub-Saharan Africa","Low income"
"1634",2011,"SEN","Senegal",18.86994923,1030,47.75251607,95.3619219,2.13706245026681,48.38374324,2.27983939973319,7.84079944,51.61625676,4.41690185,637830500.410423,77.4052102,37.45153816,NA,65.1,NA,45.6,31.7,64.2,NA,NA,49000,1500,45000,1000,1800,28,22,4900,1000,22000,0.01,0.3,0.1,0.7,60.2914103542724,80.9788818359375,40.0677604675293,NA,88.7562,22803,1900,12267,"Sub-Saharan Africa","Low income"
"1635",2012,"SEN","Senegal",22.50517573,1040,43.94271385,95.01243387,2.1313192620061,49.43696512,2.17986621799389,7.47616648,50.56303488,4.31118548,605535342.608316,77.4052102,38.26678677,NA,NA,NA,46.1,32.2,64.5,NA,NA,49000,1500,44000,1000,1900,26,26,4900,1000,22000,0.01,0.2,0.1,0.6,61.3218561846112,81.1581726074219,NA,NA,87.018,23158,1900,12214,"Sub-Saharan Africa","Low income"
"1636",2013,"SEN","Senegal",26.78985594,1040,46.91551225,101.18092028,2.27223793616989,50.37603493,2.23831542383011,7.94603712,49.62396507,4.51055336,667187423.249472,77.4052102,38.99367573,NA,50.5,NA,46.6,32.8,64.8,NA,NA,48000,1500,43000,1000,2100,30,38,4900,1000,23000,0.01,0.2,0.1,0.6,62.3296477243507,NA,NA,NA,83.6376,23585,1800,12176,"Sub-Saharan Africa","Low income"
"1637",2014,"SEN","Senegal",20.63302603,1040,49.53139304,106.93550431,2.24701594033546,48.16783328,2.41795606966454,8.03667306,51.83216672,4.66497201,726752187.732072,77.4052102,37.2844126,NA,59.1,NA,47.1,33.3,65.1,NA,NA,47000,1700,42000,1000,2200,36,35,4800,1000,24000,0.01,0.2,0.1,0.6,63.0922276826184,80.8762283325195,NA,NA,80.2572,23936,1800,12192,"Sub-Saharan Africa","Low income"
"1638",2015,"SEN","Senegal",NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6,33.8,65.4,NA,NA,46000,1600,41000,1000,2200,40,36,4800,1000,25000,0.01,0.1,0.1,0.5,63.5537028911316,NA,NA,NA,NA,24123,1800,12055,"Sub-Saharan Africa","Low income"
"1639",1990,"SLE","Sierra Leone",NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,4.5,21.4,NA,NA,500,200,500,200,100,NA,NA,100,100,100,0.01,0.1,0.1,0.1,54.3973941368078,51.9050102233887,17.5411396026611,1.56132996082306,181.7602,27075,4700,9272,"Sub-Saharan Africa","Low income"
"1640",1991,"SLE","Sierra Leone",NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,4.6,21.4,NA,NA,1000,500,1000,500,100,NA,NA,100,100,100,0.01,0.1,0.1,0.1,55.2397868561279,47.9911499023438,17.206880569458,1.42597997188568,178.9076,27004,4800,9290,"Sub-Saharan Africa","Low income"
"1641",1992,"SLE","Sierra Leone",NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,4.7,21.5,NA,NA,1000,500,1000,500,100,NA,NA,100,100,100,0.02,0.1,0.1,0.1,55.8943089430894,NA,NA,NA,176.055,26527,4900,9116,"Sub-Saharan Africa","Low income"
"1642",1993,"SLE","Sierra Leone",NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,4.8,21.5,NA,NA,1700,1000,1600,1000,100,NA,NA,100,100,100,0.04,0.1,0.1,0.1,56.3569682151589,NA,NA,NA,173.739,25859,5100,8881,"Sub-Saharan Africa","Low income"
"1643",1994,"SLE","Sierra Leone",NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,4.9,21.6,NA,NA,2700,1100,2600,1000,100,NA,NA,200,100,100,0.06,0.2,0.1,0.1,56.8006182380216,NA,NA,NA,171.423,25275,5200,8688,"Sub-Saharan Africa","Low income"
"1644",1995,"SLE","Sierra Leone",1.43736739,200,25.76209665,88.16260253,8.9663100111072,78.96563988,2.3883880888928,14.63579881,21.03436012,11.3546981,98869954.8553555,93.0175587,73.45191043,NA,NA,NA,10.7,5,21.7,NA,NA,4100,1600,3900,1500,100,NA,NA,200,200,100,0.08,0.3,0.1,0.2,57.1356018283393,NA,NA,NA,169.107,24945,5100,8572,"Sub-Saharan Africa","Low income"
"1645",1996,"SLE","Sierra Leone",1.05940341,230,27.22684179,89.26476118,8.91875695947975,80.47832436,2.16342825052025,14.63579881,19.52167564,11.08218521,104361927.620102,92.83212545,74.70973903,NA,NA,NA,10.8,5.1,21.7,NA,0.073,6000,2200,5800,2000,200,NA,NA,500,200,200,0.11,0.4,0.1,0.3,57.4257425742574,NA,NA,NA,166.791,24366,5100,8354,"Sub-Saharan Africa","Low income"
"1646",1997,"SLE","Sierra Leone",7.31606983,220,25.6490458,89.16579493,9.08146561390416,78.32475982,2.51316376609584,14.63579881,21.67524018,11.59462938,98581389.366551,93.62265024,73.32971594,NA,NA,NA,11,5.2,21.8,NA,NA,8500,2800,8100,2600,200,NA,NA,500,500,500,0.14,0.6,0.2,0.4,57.6613402700359,NA,NA,NA,164.475,24028,5100,8248,"Sub-Saharan Africa","Low income"
"1647",1998,"SLE","Sierra Leone",6.53138971,190,18.93398411,85.63901378,8.87469180244367,81.2563706,2.04714944755633,14.63579881,18.7436294,10.92184125,73434984.0161759,93.45994944,75.94216288,NA,NA,NA,11.1,5.3,21.8,NA,NA,12000,3600,11000,3300,500,NA,NA,1000,500,500,0.18,0.7,0.3,0.6,57.8418048382713,NA,NA,NA,162.7572,24028,5100,8297,"Sub-Saharan Africa","Low income"
"1648",1999,"SLE","Sierra Leone",6.13349216,170,20.61113315,93.19127342,9.09415441564507,74.79496445,3.06462456435493,14.63579881,25.20503555,12.15877898,81389242.5827786,92.48751257,69.17600215,NA,NA,NA,11.2,5.4,21.9,NA,NA,15000,4400,15000,3900,500,NA,NA,1000,500,1000,0.21,0.9,0.3,0.7,57.9794520547945,NA,NA,NA,161.0394,24353,5100,8444,"Sub-Saharan Africa","Low income"
"1649",2000,"SLE","Sierra Leone",7.08942112,160,21.34722558,110.83314154,10.1384282702455,74.36921629,3.49413204975448,14.63579881,25.63078371,13.63256032,86684871.0323714,93.13204371,69.26157102,4.94936990737915,41.7,NA,11.3,5.5,22,NA,NA,20000,5100,19000,4600,1000,0,NA,1000,1000,1000,0.24,1.1,0.4,0.9,58.0987222310588,67.7489700317383,NA,1.75524997711182,159.3216,25002,5000,8700,"Sub-Saharan Africa","Low income"
"1650",2001,"SLE","Sierra Leone",5.06715355,170,30.27135501,87.92778686,9.01040579847274,76.13646361,2.82414150152726,14.63579881,23.86353639,11.8345473,127751111.874903,94.87430719,72.23394236,3.46765995025635,NA,NA,11.5,5.6,22,NA,NA,25000,5800,24000,5100,1000,0,NA,1300,1000,1500,0.25,1.3,0.4,1.1,58.2076308784383,83.3038482666016,27.1355895996094,2.2362699508667,157.6038,25160,4900,8807,"Sub-Saharan Africa","Low income"
"1651",2002,"SLE","Sierra Leone",8.35367171,230,33.51034083,108.72563902,8.99551744843694,75.21063071,2.96491602156306,14.63579881,24.78936929,11.96043347,148187887.734815,94.85859257,71.34374575,3.58630990982056,NA,NA,11.6,5.6,22.1,NA,NA,30000,6300,29000,5600,1000,0,NA,1600,1000,2200,0.26,1.5,0.5,1.3,58.307025151778,NA,NA,2.17271995544434,155.886,25660,4700,9037,"Sub-Saharan Africa","Low income"
"1652",2003,"SLE","Sierra Leone",5.71768627,300,34.50147864,112.82593823,8.90820086456264,76.18755429,2.78426117543736,14.63579881,23.81244571,11.69246204,160352556.79696,95.10327807,72.45686161,3.29477000236511,NA,NA,11.7,5.7,22.1,NA,NA,36000,6600,34000,5700,1300,0,NA,2000,1000,3200,0.26,1.6,0.5,1.4,58.4082800106154,NA,NA,NA,153.6366,26206,4600,9349,"Sub-Saharan Africa","Low income"
"1653",2004,"SLE","Sierra Leone",10.30700357,310,34.27162877,117.42653886,8.97885641385631,76.98731595,2.68391725614369,14.63579881,23.01268405,11.66277367,166918836.972935,91.27824216,70.27266869,3.14475011825562,NA,NA,11.8,5.8,22.2,0.486,0.033,41000,6700,39000,5700,1600,0,NA,2400,1000,4400,0.24,1.7,0.5,1.5,58.5094231867504,NA,NA,NA,151.3872,26572,4400,9573,"Sub-Saharan Africa","Low income"
"1654",2005,"SLE","Sierra Leone",12.54244955,320,39.31161327,127.53040947,9.57061074518154,78.14794546,2.67617410481846,14.63332893,21.85205454,12.24678485,199359844.32113,84.2812741,65.86408412,2.83588004112244,43.2,NA,11.9,5.9,22.3,NA,NA,45000,6400,42000,5400,1900,1,NA,2800,1100,5900,0.22,1.7,0.5,1.6,58.6142277676305,NA,NA,NA,149.1378,26606,4200,9669,"Sub-Saharan Africa","Low income"
"1655",2006,"SLE","Sierra Leone",19.14715673,340,38.39062028,116.97606884,8.71619620890979,81.62843925,1.96169533109021,11.79206258,18.37156075,10.67789154,201290237.724642,88.55380262,72.28508698,NA,NA,0.4,12.1,6,22.3,NA,NA,48000,5800,45000,4800,2200,2,NA,3100,1100,7600,0.19,1.7,0.5,1.7,58.7269039605946,NA,NA,NA,146.8884,26616,4100,9742,"Sub-Saharan Africa","Low income"
"1656",2007,"SLE","Sierra Leone",14.61360607,400,40.50631771,119.57642647,8.47156867725165,83.73643439,1.64537592274835,12.70137538,16.26356561,10.1169446,218373933.435905,94.29515714,78.95940239,2.55851006507874,NA,NA,12.2,6.1,22.4,NA,NA,50000,5300,47000,4200,2400,2,NA,3400,1100,9500,0.16,1.6,0.4,1.7,58.8524730446688,NA,NA,NA,144.639,26238,4000,9686,"Sub-Saharan Africa","Low income"
"1657",2008,"SLE","Sierra Leone",14.09706978,470,46.70065044,127.63973024,8.50454295960184,82.62883801,1.78792050039816,11.06230674,17.37116199,10.29246346,257873426.213962,96.4800416,79.72033729,2.41317009925842,42.4,NA,12.3,6.2,22.4,0.168,0.016,51000,4600,48000,3500,2600,4,NA,3700,1100,12000,0.13,1.4,0.4,1.7,58.9909796517726,NA,NA,NA,140.7786,25560,3900,9502,"Sub-Saharan Africa","Low income"
"1658",2009,"SLE","Sierra Leone",29.32005233,490,57.07346535,165.59129085,10.926878622742,83.19285236,2.20751731725797,12.63134382,16.80714764,13.13439594,322304931.060933,76.69753169,63.8068643,2.7781400680542,NA,NA,12.5,6.3,22.5,NA,NA,52000,4200,48000,3000,2600,7,NA,4100,1200,14000,0.11,1.3,0.3,1.7,59.134066025388,NA,NA,NA,136.9182,24693,3800,9266,"Sub-Saharan Africa","Low income"
"1659",2010,"SLE","Sierra Leone",13.31343434,470,46.0607999,135.64290264,7.92268551605819,76.77298965,2.39694063394181,11.8538553,23.22701035,10.31962615,266042666.236175,85.81495158,65.88270389,2.58864998817444,62.5,NA,12.6,6.4,22.5,0.166,0.022,53000,4000,48000,2700,2600,11,38,4400,1200,15000,0.1,1.2,0.3,1.6,59.2742853594419,NA,NA,NA,133.0578,23695,3700,8998,"Sub-Saharan Africa","Low income"
"1660",2011,"SLE","Sierra Leone",27.2141251,500,59.4716366,166.53490454,9.33804898828372,77.91458182,2.64693350171628,12.26560754,22.08541818,11.98498249,351412429.27873,83.6231046,65.15459225,2.7075400352478,NA,NA,12.7,6.5,22.6,NA,NA,53000,3500,48000,2400,2700,15,51,4600,1100,17000,0.09,1,0.3,1.6,59.41258334545,125.294143676758,44.3241500854492,NA,129.1974,22600,3600,8692,"Sub-Saharan Africa","Low income"
"1661",2012,"SLE","Sierra Leone",9.90475829,520,70.44623022,179.02262699,9.25438599810382,82.36909782,1.98087849189618,9.71018022,17.63090218,11.23526449,425717629.307545,78.32780705,64.51790801,2.91923999786377,NA,NA,12.8,6.6,22.7,NA,NA,53000,3200,48000,2300,2500,16,68,4700,1000,18000,0.08,0.9,0.2,1.5,59.53858692245,128.320404052734,49.1665115356445,NA,125.337,21512,3400,8385,"Sub-Saharan Africa","Low income"
"1662",2013,"SLE","Sierra Leone",32.07668885,730,92.4048297,220.11022111,9.89066872921384,85.37239485,1.69465548078616,10.84294836,14.62760515,11.58532421,570956413.614704,73.44800967,62.70432482,2.42025995254517,59.7,NA,13,6.7,22.7,NA,NA,52000,3100,48000,2200,2500,17,64,4800,1000,20000,0.07,0.8,0.2,1.5,59.7537101357752,130.045959472656,43.4242897033691,NA,122.4688,20490,3300,8076,"Sub-Saharan Africa","Low income"
"1663",2014,"SLE","Sierra Leone",17.11556311,770,85.90729075,223.74445178,9.20610038363803,83.01335922,1.88380185636197,10.84294836,16.98664078,11.08990224,542558404.967946,73.43277954,60.95901706,2.76071000099182,NA,NA,13.1,6.8,22.8,NA,NA,52000,2800,47000,2200,2600,21,64,4700,1000,21000,0.07,0.7,0.2,1.4,60.157229363646,NA,NA,NA,119.6006,19645,3200,7792,"Sub-Saharan Africa","Low income"
"1664",2015,"SLE","Sierra Leone",NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,6.9,22.8,NA,NA,51000,2500,47000,2200,2500,27,83,4400,500,23000,0.07,0.7,0.2,1.3,60.7529300850635,NA,NA,NA,NA,19014,3100,7615,"Sub-Saharan Africa","Low income"
"1665",1990,"SLV","El Salvador",NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4710999727,51.1,30.6,72.2,NA,0.8399999738,3400,1000,3400,1000,200,NA,NA,100,100,1000,0.03,0.1,0.1,0.1,26.1231776257066,NA,NA,16.0789699554443,102.5068,7351,260,3576,"Latin America & Caribbean","Lower middle income"
"1666",1991,"SLV","El Salvador",NA,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,31.8,72.6,NA,NA,4100,1000,4000,1000,200,NA,NA,100,100,1000,0.03,0.1,0.2,0.2,26.8298838970217,100.014953613281,39.7454681396484,17.3581199645996,100.6184,7034,230,3476,"Latin America & Caribbean","Lower middle income"
"1667",1992,"SLV","El Salvador",NA,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1,33,73,NA,NA,4800,1000,4600,1000,200,NA,NA,200,100,1000,0.04,0.1,0.2,0.2,27.4956970740103,102.915313720703,42.2102203369141,NA,98.73,6713,230,3358,"Latin America & Caribbean","Lower middle income"
"1668",1993,"SLV","El Salvador",NA,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4,1.5,54.3,34.2,73.4,NA,0.6600999832,5500,1100,5400,1000,200,NA,NA,200,100,1200,0.04,0.1,0.2,0.2,28.1417235652334,103.719367980957,45.091381072998,18.6385097503662,97.1964,6393,220,3232,"Latin America & Caribbean","Lower middle income"
"1669",1994,"SLV","El Salvador",NA,1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,35.3,73.8,NA,NA,6400,1200,6300,1200,500,NA,NA,200,100,1400,0.05,0.1,0.2,0.2,28.7513953117525,NA,NA,20.6362800598145,95.6628,6029,210,3077,"Latin America & Caribbean","Lower middle income"
"1670",1995,"SLV","El Salvador",3.26729977,1590,108.43314856,267.31110503,3.9218988471863,61.48464122,2.4567654328137,13.46709748,38.51535878,6.37866428,606005000,98.7654321,60.72557157,NA,NA,NA,56.9,36.5,74.3,NA,0.91,7400,1400,7200,1300,500,NA,NA,200,100,1600,0.05,0.1,0.3,0.3,29.3398193189715,103.830871582031,NA,22.0591697692871,94.1292,5650,180,2905,"Latin America & Caribbean","Lower middle income"
"1671",1996,"SLV","El Salvador",4.88662352,1730,138.52127996,325.70859649,4.47184025322846,59.00951998,3.10632722677154,13.91070913,40.99048002,7.57816748,781725866.05,97.46434303,57.51324098,NA,NA,1.6499999762,58.1,37.7,74.7,NA,NA,8400,1500,8200,1400,500,NA,NA,200,100,1900,0.05,0.2,0.3,0.3,29.8863219655299,111.363662719727,NA,21.2944297790527,92.5956,5268,170,2722,"Latin America & Caribbean","Lower middle income"
"1672",1997,"SLV","El Salvador",3.39198167,1860,160.55373639,370.83099153,5.00308203478548,60.95480508,3.20477299521452,14.14467491,39.04519492,8.20785503,913920033.66,97.3239765,59.32364017,NA,NA,NA,59.3,38.9,75.1,NA,1.071,9400,1600,9200,1600,500,NA,NA,500,100,2200,0.06,0.2,0.3,0.3,30.402691848475,114.635932922363,NA,NA,91.062,4867,170,2544,"Latin America & Caribbean","Lower middle income"
"1673",1998,"SLV","El Salvador",2.83664325,1950,176.38528657,396.17030952,4.74185373026576,56.28026361,3.68357540973425,14.84108268,43.71973639,8.42542914,1011759232.67,96.67325092,54.40796046,2.3199200630188,90.4,NA,60.5,40,75.5,NA,NA,11000,1700,10000,1700,500,NA,NA,500,100,2600,0.06,0.2,0.4,0.4,30.8777734527053,112.903129577637,56.0375595092773,22.1523704528809,89.9,4473,150,2360,"Latin America & Caribbean","Lower middle income"
